frequency_hz,phase_deg,magnitude_ohm
1158552.60606,86.3736893127,105.271318417
1161582.84848,86.3170794112,105.057231649
1164613.09091,86.590096921,105.723997256
1167643.33333,86.1378435607,106.862164335
1170673.57576,85.9101500016,108.702528461
1173703.81818,86.4992067563,107.164724161
1176734.06061,86.8770030917,107.972051513
1179764.30303,86.6800887965,108.122877063
1182794.54545,86.77123381,109.198262241
1185824.78788,86.6490728107,110.344194759
1188855.0303,86.1649196338,110.215047838
1191885.27273,87.0763796683,110.078155933
1194915.51515,86.4581665609,111.323594969
1197945.75758,86.2732841638,112.649042501
1200976,86.5435973378,111.66940779
1204006.24242,86.1201023531,110.970487255
1207036.48485,87.2098377606,113.098638788
1210066.72727,86.2942141388,114.478064958
1213096.9697,87.5311647437,113.804248503
1216127.21212,86.7918631346,113.857709445
1219157.45455,87.1118068774,115.847232264
1222187.69697,86.9145710742,113.334525997
1225217.93939,86.6443731214,114.924280596
1228248.18182,87.0611923594,117.156891929
1231278.42424,87.2462818486,119.065124595
1234308.66667,87.1820398857,117.149457916
1237338.90909,86.7669181006,117.606511462
1240369.15152,84.8183931837,120.013427268
1243399.39394,87.0128257225,120.429797806
1246429.63636,86.8597955493,118.326248899
1249459.87879,86.3453000565,120.114763494
1252490.12121,86.7401561827,118.885090778
1255520.36364,86.4914484916,119.82360078
1258550.60606,86.9224144307,121.619822695
1261580.84848,86.5751507343,121.000640283
1264611.09091,85.2041472415,122.940757405
1267641.33333,87.1741132137,123.726663561
1270671.57576,86.9179840327,122.002675562
1273701.81818,85.4568018576,127.268699229
1276732.06061,86.8823478144,123.27269407
1279762.30303,86.5698064532,123.229238612
1282792.54545,87.4736488777,126.301841955
1285822.78788,86.4972334332,125.084080962
1288853.0303,86.4957514415,126.444535922
1291883.27273,86.5119993504,118.734302553
1294913.51515,86.7259039838,129.763539227
1297943.75758,86.9673898069,127.392772778
1300974,87.6458672155,126.015601249
1304004.24242,86.9521080483,130.116202213
1307034.48485,86.3120684367,128.306380547
1310064.72727,87.6515038416,125.992374779
1313094.9697,86.1288654307,128.461225817
1316125.21212,87.6387638767,129.904725672
1319155.45455,88.1993563461,132.765676992
1322185.69697,86.9254454926,130.298015105
1325215.93939,86.2376593872,132.378992455
1328246.18182,84.1505282774,131.249661219
1331276.42424,86.2923279907,133.167739247
1334306.66667,86.3524488861,136.572524865
1337336.90909,86.9240074781,132.583279891
1340367.15152,87.6437996774,130.823751911
